
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-08-31 04:35:50,037 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
GPU: NVIDIA H100 80GB HBM3 | Peak FLOPS (BF16): 9.89e+14
COMPUTE_DTYPE: torch.bfloat16 (set via NANOCHAT_DTYPE=bfloat16)
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
WARNING: SDPA has no support for sliding window attention (window_pattern='SSSL'). Your GPU utilization will be terrible.
WARNING: Recommend using --window-pattern L for full context attention without alternating sliding window patterns.
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,088
scalars                 : 50
total                   : 286,261,730
Estimated FLOPs per token: 7.596960e+08
Scaling LRs by 0.3536 for batch size 65,536 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.098995 for depth 12
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Using user-provided number of iterations: 1,500
Total number of training tokens: 98,304,000
Tokens : Scaling params ratio: 0.89
Total training FLOPs estimate: 7.468116e+16
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 65,536 => gradient accumulation steps: 2
step 00000/01500 (0.00%) | loss: 10.397457 | lrm: 0.03 | dt: 30487.14ms | tok/sec: 2,149 | bf16_mfu: 0.17 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/01500 (0.07%) | loss: 10.394101 | lrm: 0.05 | dt: 161.51ms | tok/sec: 405,773 | bf16_mfu: 31.17 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/01500 (0.13%) | loss: 10.387952 | lrm: 0.07 | dt: 162.27ms | tok/sec: 403,861 | bf16_mfu: 31.02 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/01500 (0.20%) | loss: 10.378648 | lrm: 0.10 | dt: 162.70ms | tok/sec: 402,812 | bf16_mfu: 30.94 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/01500 (0.27%) | loss: 10.365766 | lrm: 0.12 | dt: 162.06ms | tok/sec: 404,395 | bf16_mfu: 31.06 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00005/01500 (0.33%) | loss: 10.349418 | lrm: 0.15 | dt: 163.62ms | tok/sec: 400,534 | bf16_mfu: 30.77 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00006/01500 (0.40%) | loss: 10.327253 | lrm: 0.17 | dt: 166.19ms | tok/sec: 394,353 | bf16_mfu: 30.29 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00007/01500 (0.47%) | loss: 10.298061 | lrm: 0.20 | dt: 163.15ms | tok/sec: 401,700 | bf16_mfu: 30.86 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00008/01500 (0.53%) | loss: 10.261345 | lrm: 0.23 | dt: 162.43ms | tok/sec: 403,471 | bf16_mfu: 30.99 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00009/01500 (0.60%) | loss: 10.212398 | lrm: 0.25 | dt: 162.10ms | tok/sec: 404,285 | bf16_mfu: 31.05 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00010/01500 (0.67%) | loss: 10.147608 | lrm: 0.28 | dt: 162.38ms | tok/sec: 403,587 | bf16_mfu: 31.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00011/01500 (0.73%) | loss: 10.049412 | lrm: 0.30 | dt: 165.68ms | tok/sec: 395,564 | bf16_mfu: 30.39 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m | eta: 4.1m
step 00012/01500 (0.80%) | loss: 9.903023 | lrm: 0.33 | dt: 162.72ms | tok/sec: 402,748 | bf16_mfu: 30.94 | epoch: 1 pq: 0 rg: 2 | total time: 0.01m | eta: 4.1m
step 00013/01500 (0.87%) | loss: 9.697801 | lrm: 0.35 | dt: 164.43ms | tok/sec: 398,571 | bf16_mfu: 30.62 | epoch: 1 pq: 0 rg: 2 | total time: 0.01m | eta: 4.1m
step 00014/01500 (0.93%) | loss: 9.467466 | lrm: 0.38 | dt: 163.75ms | tok/sec: 400,225 | bf16_mfu: 30.74 | epoch: 1 pq: 0 rg: 2 | total time: 0.01m | eta: 4.1m
step 00015/01500 (1.00%) | loss: 9.271557 | lrm: 0.40 | dt: 163.10ms | tok/sec: 401,811 | bf16_mfu: 30.87 | epoch: 1 pq: 0 rg: 2 | total time: 0.01m | eta: 4.1m
step 00016/01500 (1.07%) | loss: 9.087218 | lrm: 0.42 | dt: 163.69ms | tok/sec: 400,358 | bf16_mfu: 30.75 | epoch: 1 pq: 0 rg: 2 | total time: 0.02m | eta: 4.1m
step 00017/01500 (1.13%) | loss: 8.932231 | lrm: 0.45 | dt: 163.69ms | tok/sec: 400,369 | bf16_mfu: 30.75 | epoch: 1 pq: 0 rg: 2 | total time: 0.02m | eta: 4.1m
step 00018/01500 (1.20%) | loss: 8.781722 | lrm: 0.47 | dt: 163.72ms | tok/sec: 400,297 | bf16_mfu: 30.75 | epoch: 1 pq: 0 rg: 3 | total time: 0.02m | eta: 4.0m
step 00019/01500 (1.27%) | loss: 8.622107 | lrm: 0.50 | dt: 164.72ms | tok/sec: 397,872 | bf16_mfu: 30.56 | epoch: 1 pq: 0 rg: 3 | total time: 0.02m | eta: 4.0m
step 00020/01500 (1.33%) | loss: 8.476862 | lrm: 0.53 | dt: 162.15ms | tok/sec: 404,158 | bf16_mfu: 31.05 | epoch: 1 pq: 0 rg: 3 | total time: 0.03m | eta: 4.0m
step 00021/01500 (1.40%) | loss: 8.346781 | lrm: 0.55 | dt: 164.22ms | tok/sec: 399,064 | bf16_mfu: 30.65 | epoch: 1 pq: 0 rg: 3 | total time: 0.03m | eta: 4.0m
step 00022/01500 (1.47%) | loss: 8.212802 | lrm: 0.57 | dt: 164.26ms | tok/sec: 398,979 | bf16_mfu: 30.65 | epoch: 1 pq: 0 rg: 3 | total time: 0.03m | eta: 4.0m
step 00023/01500 (1.53%) | loss: 8.095269 | lrm: 0.60 | dt: 162.08ms | tok/sec: 404,333 | bf16_mfu: 31.06 | epoch: 1 pq: 0 rg: 3 | total time: 0.04m | eta: 4.0m
step 00024/01500 (1.60%) | loss: 7.976525 | lrm: 0.62 | dt: 162.82ms | tok/sec: 402,499 | bf16_mfu: 30.92 | epoch: 1 pq: 0 rg: 3 | total time: 0.04m | eta: 4.0m
step 00025/01500 (1.67%) | loss: 7.871124 | lrm: 0.65 | dt: 163.20ms | tok/sec: 401,579 | bf16_mfu: 30.85 | epoch: 1 pq: 0 rg: 3 | total time: 0.04m | eta: 4.0m
step 00026/01500 (1.73%) | loss: 7.770586 | lrm: 0.68 | dt: 162.36ms | tok/sec: 403,649 | bf16_mfu: 31.01 | epoch: 1 pq: 0 rg: 4 | total time: 0.04m | eta: 4.0m
step 00027/01500 (1.80%) | loss: 7.660338 | lrm: 0.70 | dt: 164.63ms | tok/sec: 398,087 | bf16_mfu: 30.58 | epoch: 1 pq: 0 rg: 4 | total time: 0.05m | eta: 4.0m
step 00028/01500 (1.87%) | loss: 7.556686 | lrm: 0.72 | dt: 164.53ms | tok/sec: 398,318 | bf16_mfu: 30.60 | epoch: 1 pq: 0 rg: 4 | total time: 0.05m | eta: 4.0m
step 00029/01500 (1.93%) | loss: 7.478173 | lrm: 0.75 | dt: 163.75ms | tok/sec: 400,215 | bf16_mfu: 30.74 | epoch: 1 pq: 0 rg: 4 | total time: 0.05m | eta: 4.0m
step 00030/01500 (2.00%) | loss: 7.403828 | lrm: 0.78 | dt: 165.68ms | tok/sec: 395,566 | bf16_mfu: 30.39 | epoch: 1 pq: 0 rg: 4 | total time: 0.05m | eta: 4.0m
step 00031/01500 (2.07%) | loss: 7.330530 | lrm: 0.80 | dt: 165.29ms | tok/sec: 396,487 | bf16_mfu: 30.46 | epoch: 1 pq: 0 rg: 4 | total time: 0.06m | eta: 4.0m
